,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating
3087,1500,Yes,Yes,3,3.5
3088,1600,Yes,Yes,3,3.9
3092,1600,Yes,No,3,4.4
3093,1800,Yes,No,3,4.0
3094,2000,Yes,Yes,4,4.1
3095,1600,No,No,3,4.1
3096,800,No,Yes,2,4.1
3097,1000,No,Yes,3,4.0
3098,2000,Yes,Yes,4,4.2
3099,1800,Yes,No,3,4.1
3100,1200,Yes,No,3,4.0
3101,2200,No,No,4,4.4
3102,2000,Yes,Yes,4,4.0
3103,800,Yes,Yes,2,4.0
3104,1900,Yes,Yes,3,4.3
3105,1400,Yes,No,3,4.0
3106,1000,Yes,No,3,4.0
3107,1600,Yes,No,3,4.1
3108,1800,Yes,Yes,3,4.0
3109,1200,Yes,Yes,3,4.1
3110,500,No,Yes,2,4.3
3111,1300,Yes,No,3,4.1
3112,700,No,No,2,4.1
3113,1500,Yes,No,3,4.1
3114,1500,Yes,No,3,4.3
3115,2100,Yes,No,4,4.0
3116,2200,Yes,No,4,4.1
3117,1600,No,No,3,4.0
3118,400,No,No,1,4.3
3119,400,No,No,1,4.3
3120,1500,Yes,No,3,4.1
3121,550,No,Yes,2,2.6
3122,1900,Yes,No,3,3.2
3123,1000,No,Yes,3,3.3
3124,300,No,Yes,1,3.5
3125,800,No,Yes,2,3.1
3126,800,Yes,Yes,2,3.3
3127,500,No,Yes,2,3.4
3128,950,Yes,Yes,2,3.3
3129,600,No,No,2,3.5
3130,2500,Yes,No,4,3.5
3131,1000,Yes,No,3,3.7
3132,2000,Yes,No,4,3.2
3133,3000,Yes,No,4,3.5
3134,1000,Yes,No,3,3.3
3135,500,No,Yes,2,3.4
3136,1000,Yes,Yes,3,3.5
3137,550,No,No,2,3.7
3138,400,No,No,1,3.5
3139,600,No,No,2,2.8
3140,400,No,No,1,3.2
3141,450,No,No,1,2.8
3142,400,No,No,1,2.9
3143,400,No,No,1,3.4
3144,150,No,No,1,3.0
3145,400,No,No,1,2.9
3146,200,No,No,1,3.1
3147,500,No,Yes,2,2.8
3148,150,No,No,1,3.2
3149,500,No,Yes,2,3.0
3150,200,No,No,1,3.0
3151,600,No,No,2,3.4
3152,500,No,No,2,3.7
3153,700,Yes,No,2,3.8
3154,500,No,Yes,2,3.7
3155,500,No,No,2,3.5
3156,600,No,No,2,3.8
3157,1100,Yes,No,3,3.6
3158,500,No,No,2,3.6
3159,400,No,No,1,3.7
3160,350,No,No,1,3.6
3180,700,No,No,2,2.3
3181,500,No,No,2,4.1
3182,150,No,No,1,3.0
3184,1200,Yes,No,3,3.3
3185,100,No,No,1,3.1
3186,650,No,Yes,2,3.3
3187,200,No,No,1,3.0
3188,300,No,No,1,3.4
3189,600,No,No,2,3.3
3190,700,No,Yes,2,3.4
3191,300,No,Yes,1,3.2
3192,900,Yes,No,2,3.2
3193,600,No,No,2,3.2
3194,700,No,Yes,2,2.7
3195,700,No,No,2,2.5
3196,600,No,No,2,3.4
3197,500,No,No,2,3.4
3198,300,No,Yes,1,2.5
3199,400,No,Yes,1,2.8
3200,400,No,Yes,1,3.3
3201,350,No,No,1,2.7
3202,450,No,No,1,3.2
3203,500,No,No,2,3.1
3204,250,No,No,1,2.9
3205,300,No,No,1,2.9
3206,150,No,No,1,3.2
3207,600,No,Yes,2,3.1
3208,1600,Yes,No,3,3.1
3209,1600,No,No,3,3.0
3210,450,No,No,1,3.2
3211,550,No,Yes,2,3.3
3212,600,No,No,2,3.4
3213,600,No,Yes,2,3.2
3214,600,No,Yes,2,3.0
3215,300,No,No,1,3.3
3216,300,No,No,1,3.2
3217,500,No,Yes,2,3.4
3218,500,No,Yes,2,2.6
3219,1500,Yes,Yes,3,3.9
3220,700,No,No,2,3.5
3221,1200,Yes,Yes,3,3.6
3222,350,No,Yes,1,3.8
3223,600,No,Yes,2,3.6
3224,300,No,No,1,3.7
3225,1000,No,Yes,3,3.7
3226,400,No,Yes,1,3.5
3227,300,No,Yes,1,3.6
3228,600,No,No,2,3.9
3229,800,Yes,Yes,2,3.7
3230,1600,Yes,Yes,3,3.9
3231,900,No,Yes,2,3.8
3232,700,No,Yes,2,3.8
3233,500,No,Yes,2,3.7
3234,700,No,Yes,2,3.6
3235,1400,Yes,Yes,3,3.6
3236,300,No,Yes,1,3.8
3237,1500,Yes,Yes,3,3.5
3238,1200,Yes,Yes,3,3.6
3239,1800,Yes,Yes,3,3.7
3240,2000,Yes,Yes,4,3.8
3241,1000,Yes,Yes,3,3.8
3242,900,No,Yes,2,3.8
3243,900,Yes,Yes,2,3.8
3244,800,No,No,2,3.7
3245,600,No,Yes,2,3.7
3246,500,No,Yes,2,3.6
3247,1500,Yes,No,3,3.9
3248,1800,Yes,No,3,3.8
3256,600,No,No,2,2.4
3257,1750,Yes,Yes,3,4.1
3258,1000,Yes,No,3,4.4
3259,400,No,Yes,1,4.1
3260,1500,Yes,Yes,3,4.0
3261,1700,Yes,Yes,3,4.1
3262,800,Yes,Yes,2,4.1
3263,900,Yes,Yes,2,4.1
3264,200,No,Yes,1,4.0
3265,1600,Yes,Yes,3,4.2
3266,1650,Yes,Yes,3,4.0
3267,600,No,Yes,2,4.0
3268,900,No,Yes,2,4.2
3269,550,No,Yes,2,4.2
3274,100,No,No,1,3.1
3275,400,No,No,1,3.4
3276,400,No,Yes,1,2.8
3277,800,No,No,2,2.8
3278,600,No,No,2,3.4
3279,450,No,No,1,3.4
3280,450,No,No,1,3.2
3281,300,No,No,1,2.6
3282,700,No,No,2,2.5
3283,200,No,No,1,3.0
3284,300,No,No,1,3.3
3285,450,No,Yes,1,2.8
3286,350,No,Yes,1,3.1
3287,100,No,No,1,3.0
3288,850,Yes,No,2,3.3
3289,100,No,No,1,2.8
3290,300,No,No,1,3.3
3291,150,No,No,1,2.9
3292,900,Yes,No,2,3.0
3293,600,No,Yes,2,3.0
3294,350,No,Yes,1,2.6
3295,300,No,Yes,1,3.2
3296,600,No,Yes,2,3.3
3297,1000,No,Yes,3,3.4
3298,300,No,No,1,3.4
3299,2000,Yes,No,4,2.7
3300,250,No,No,1,3.3
3301,200,No,No,1,2.6
3302,700,No,No,2,3.4
3303,400,No,No,1,3.2
3304,1100,No,No,3,2.7
3305,600,No,Yes,2,3.4
3306,450,No,Yes,1,2.6
3307,100,No,No,1,3.0
3308,450,No,Yes,1,2.8
3309,700,No,Yes,2,3.1
3310,900,Yes,Yes,2,4.6
3311,250,No,Yes,1,3.6
3312,250,No,Yes,1,3.9
3313,150,No,No,1,3.7
3314,550,No,Yes,2,3.7
3315,1000,Yes,No,3,3.7
3316,800,No,Yes,2,3.9
3317,550,No,Yes,2,3.8
3318,250,No,No,1,3.7
3319,650,Yes,Yes,2,3.8
3331,600,No,Yes,2,2.4
3332,700,No,Yes,2,2.4
3333,400,No,No,1,4.1
3334,700,Yes,Yes,2,4.1
3335,250,No,Yes,1,4.3
3336,900,No,No,2,4.3
3337,850,No,Yes,2,4.4
3338,700,Yes,No,2,4.2
3339,400,No,No,1,2.8
3340,750,No,No,2,3.2
3341,350,No,No,1,3.1
3342,700,No,Yes,2,2.5
3343,200,No,No,1,2.8
3344,450,No,No,1,3.1
3345,400,No,No,1,3.4
3346,350,No,No,1,3.0
3347,700,No,No,2,3.1
3348,450,No,No,1,2.8
3349,500,No,No,2,3.5
3350,800,No,No,2,3.7
3351,350,No,No,1,3.6
3352,450,No,No,1,3.6
3353,400,No,No,1,3.8
3354,250,No,No,1,3.5
3355,800,Yes,No,2,3.7
3356,450,No,No,1,3.5
3357,400,No,No,1,3.5
3358,700,No,No,2,2.3
3359,350,No,No,1,3.0
3360,500,No,No,2,3.2
3361,500,No,No,2,3.2
3362,300,No,No,1,3.0
3363,600,No,No,2,2.8
3364,350,No,No,1,3.3
3365,400,No,No,1,2.9
3366,1200,Yes,Yes,3,3.3
3367,600,No,No,2,3.0
3368,700,No,No,2,3.3
3369,200,No,No,1,3.4
3370,250,No,No,1,3.4
3371,400,No,No,1,3.2
3372,450,No,Yes,1,2.6
3373,500,No,Yes,2,3.3
3374,300,No,No,1,3.1
3375,500,No,No,2,2.6
3376,300,No,No,1,3.0
3377,500,No,No,2,2.7
3378,400,No,No,1,3.0
3379,500,No,Yes,2,2.7
3380,800,No,No,2,3.0
3381,350,No,No,1,2.7
3382,200,No,No,1,3.3
3383,300,No,Yes,1,3.1
3384,100,No,No,1,3.1
3385,400,No,Yes,1,2.6
3386,600,No,Yes,2,3.1
3387,600,No,No,2,3.2
3388,600,No,No,2,3.5
3389,800,No,Yes,2,3.6
3415,700,No,Yes,2,2.3
3416,800,Yes,Yes,2,3.4
3417,500,No,Yes,2,2.5
3418,400,No,No,1,2.6
3419,1200,Yes,Yes,3,3.4
3420,300,No,No,1,3.5
3421,1200,Yes,No,3,2.3
3422,450,No,No,1,3.0
3423,700,No,No,2,3.0
3424,150,No,No,1,3.3
3425,500,No,No,2,3.6
3427,1600,No,No,3,3.5
3428,1500,Yes,No,3,3.8
3429,1800,Yes,Yes,3,3.1
3430,550,No,No,2,2.8
3431,400,No,Yes,1,3.8
3432,850,No,Yes,2,3.5
3433,600,No,No,2,3.8
3434,700,No,No,2,3.9
3435,350,No,No,1,3.7
3436,2500,Yes,Yes,4,3.7
3437,1200,No,No,3,3.5
3438,1500,No,No,3,4.4
3439,400,No,Yes,1,4.1
3440,400,No,No,1,4.1
3441,550,No,No,2,3.2
3442,750,No,Yes,2,3.6
3443,400,No,No,1,3.9
3444,400,No,Yes,1,3.9
3445,700,No,No,2,3.7
3446,600,No,No,2,3.7
3447,400,No,No,1,3.8
3448,350,No,Yes,1,3.9
3449,400,No,Yes,1,3.8
3450,450,No,Yes,1,3.7
3451,700,No,No,2,3.9
3452,1250,No,No,3,3.8
3453,500,No,No,2,4.0
3454,700,No,No,2,2.7
3455,1500,Yes,Yes,3,2.7
3456,200,No,No,1,3.0
3457,300,No,No,1,3.6
3458,500,No,Yes,2,3.5
3460,500,No,Yes,2,2.4
3461,300,No,No,1,2.9
3462,350,No,No,1,2.9
3463,100,No,No,1,2.7
3464,600,No,No,2,3.2
3465,200,No,No,1,2.8
3466,450,No,No,1,2.7
3467,500,No,No,2,3.3
3468,300,No,Yes,1,3.2
3469,100,No,No,1,3.0
3470,150,No,No,1,3.1
3471,400,No,Yes,1,3.1
3472,300,No,No,1,2.8
3473,400,No,No,1,3.1
3474,500,No,No,2,3.0
3475,250,No,No,1,2.7
3476,400,No,Yes,1,3.4
3477,500,No,No,2,3.2
3478,300,No,Yes,1,2.8
3479,700,No,Yes,2,3.2
3480,200,No,No,1,3.1
3481,650,No,Yes,2,3.3
3482,350,No,No,1,3.2
3483,400,No,No,1,2.9
3484,500,No,No,2,3.1
3485,400,No,Yes,1,2.7
3486,350,No,Yes,1,3.2
3487,500,No,Yes,2,3.1
3518,1500,No,Yes,3,4.1
3519,250,No,No,1,3.2
3520,1000,Yes,No,3,2.9
3521,650,No,No,2,3.2
3522,300,No,Yes,1,2.6
3523,350,No,Yes,1,3.3
3524,700,No,Yes,2,2.6
3525,500,No,No,2,3.0
3526,700,No,No,2,3.2
3527,100,No,No,1,2.9
3528,450,No,No,1,2.9
3529,300,No,No,1,3.1
3530,400,No,Yes,1,2.5
3531,300,No,Yes,1,3.3
3532,200,No,No,1,3.1
3533,400,No,No,1,3.3
3534,500,No,No,2,3.0
3535,1100,Yes,No,3,3.2
3536,350,No,No,1,3.3
3537,550,No,Yes,2,3.4
3538,1400,Yes,No,3,3.3
3539,400,No,No,1,3.0
3540,400,No,No,1,3.2
3541,350,No,No,1,2.6
3542,700,No,No,2,3.2
3543,250,No,Yes,1,3.4
3544,1000,Yes,Yes,3,3.2
3545,400,No,No,1,3.2
3546,300,No,No,1,3.0
3547,350,No,Yes,1,3.1
3548,700,No,No,2,3.5
3549,600,No,Yes,2,3.6
3550,500,No,Yes,2,3.6
3551,300,No,Yes,1,3.5
3552,1100,Yes,Yes,3,3.7
3553,700,No,Yes,2,3.9
3554,350,No,No,1,3.7
3555,800,Yes,Yes,2,3.8
3556,500,No,No,2,3.5
3557,350,No,Yes,1,3.9
3567,400,No,Yes,1,2.4
3568,200,No,No,1,4.1
3569,450,No,No,1,3.1
3570,600,No,Yes,2,2.5
3571,500,No,No,2,3.1
3572,250,No,Yes,1,3.3
3573,300,No,No,1,3.2
3574,700,No,Yes,2,3.1
3575,800,No,Yes,2,3.1
3576,600,No,No,2,3.3
3577,1300,No,Yes,3,2.6
3578,400,No,Yes,1,3.6
3579,1500,Yes,No,3,3.9
3580,400,No,No,1,3.9
3581,650,No,Yes,2,3.6
3582,500,No,No,2,3.8
3583,500,No,No,2,3.8
3584,300,No,Yes,1,3.7
3586,3500,Yes,No,4,4.0
3587,2500,Yes,No,4,4.2
3588,1800,Yes,Yes,3,4.0
3589,1600,Yes,No,3,4.3
3590,1800,No,No,3,3.3
3591,4000,Yes,No,4,3.9
3592,3650,Yes,No,4,3.5
3593,700,No,No,2,3.7
3594,4800,Yes,No,4,4.2
3595,300,No,No,1,3.4
3596,1500,No,No,3,3.4
3597,1800,Yes,No,3,3.7
3599,200,No,No,1,4.2
3600,650,No,No,2,3.2
3601,4000,No,No,4,4.9
3605,3300,Yes,No,4,4.2
3606,200,No,No,1,3.0
3607,500,No,No,2,2.8
3608,800,No,No,2,3.3
3609,150,No,No,1,3.0
3610,500,No,No,2,2.8
3611,350,No,No,1,3.4
3612,200,No,No,1,3.0
3613,300,No,No,1,3.3
3614,550,No,No,2,2.8
3615,350,No,No,1,3.2
3616,300,No,No,1,3.1
3617,500,No,No,2,2.7
3618,300,No,No,1,2.8
3619,200,No,No,1,3.5
3620,500,No,No,2,3.5
3641,1600,No,No,3,4.0
3642,500,No,Yes,2,3.4
3643,2700,Yes,No,4,3.0
3644,750,No,No,2,2.6
3645,300,No,Yes,1,3.3
3646,1000,Yes,Yes,3,3.3
3647,200,No,No,1,3.4
3648,250,No,No,1,3.1
3649,800,No,Yes,2,3.3
3650,1000,No,No,3,3.4
3651,800,Yes,Yes,2,3.3
3652,500,No,Yes,2,2.5
3653,2000,Yes,No,4,3.4
3654,350,No,Yes,1,2.8
3655,300,No,Yes,1,3.0
3656,850,No,Yes,2,3.4
3657,400,No,No,1,3.3
3658,1000,No,Yes,3,4.5
3659,600,No,No,2,3.6
3660,1000,No,Yes,3,3.8
3661,300,No,Yes,1,3.6
3662,500,No,Yes,2,3.8
3663,500,No,Yes,2,3.7
3664,850,No,Yes,2,3.9
3665,1000,No,No,3,3.8
3666,2200,Yes,Yes,4,3.9
3667,1000,No,No,3,3.5
3668,400,No,Yes,1,3.5
3669,1000,No,Yes,3,3.7
3670,300,No,Yes,1,3.9
3671,600,No,Yes,2,3.9
3672,900,No,Yes,2,3.7
3673,1500,Yes,Yes,3,3.8
3674,300,No,Yes,1,3.5
3675,400,No,No,1,3.8
3676,2100,Yes,No,4,3.5
3677,1600,Yes,No,3,3.5
3678,700,No,Yes,2,3.7
3679,1100,No,Yes,3,3.9
3680,600,No,Yes,2,3.7
3681,1700,Yes,Yes,3,3.8
3682,450,No,Yes,1,3.8
3683,1250,Yes,No,3,3.6
3684,250,No,No,1,3.7
3685,2000,Yes,Yes,4,3.8
3686,700,No,No,2,3.5
3687,1800,Yes,Yes,3,3.8
3688,250,No,No,1,3.6
3689,2000,No,No,4,3.8
3690,200,No,No,1,3.6
3691,500,No,No,2,3.7
3692,400,No,No,1,3.7
3693,1800,Yes,Yes,3,4.2
3694,550,No,Yes,2,4.1
3695,1000,Yes,No,3,4.1
3696,1400,Yes,Yes,3,4.1
3697,950,No,Yes,2,4.4
3698,750,No,Yes,2,4.0
3699,1000,No,Yes,3,4.2
3700,600,No,No,2,4.0
3701,850,No,Yes,2,4.1
3702,1400,Yes,Yes,3,4.1
3703,1900,No,No,3,4.3
3704,800,No,Yes,2,4.2
3705,500,No,Yes,2,4.0
3706,450,No,Yes,1,4.3
3707,800,No,Yes,2,4.1
3708,500,No,No,2,4.1
3709,350,No,No,1,3.1
3710,500,No,No,2,3.4
3711,350,No,Yes,1,2.9
3712,1000,No,Yes,3,3.2
3713,300,No,No,1,3.2
3714,1800,Yes,No,3,3.4
3715,1100,Yes,Yes,3,3.3
3716,700,No,No,2,3.2
3717,400,No,No,1,3.0
3718,250,No,No,1,3.2
3719,300,No,Yes,1,3.4
3720,300,No,No,1,2.8
3721,1900,Yes,Yes,3,3.3
3722,650,No,Yes,2,3.1
3723,500,No,No,2,3.4
3724,700,No,Yes,2,3.3
3725,950,Yes,Yes,2,3.4
3726,650,No,Yes,2,3.2
3727,300,No,Yes,1,2.9
3728,700,No,Yes,2,2.7
3729,200,No,No,1,3.1
3730,500,No,No,2,3.3
3731,1250,Yes,No,3,3.4
3732,2000,Yes,No,4,4.6
3733,1800,Yes,No,3,3.9
3734,400,No,No,1,3.6
3735,700,No,Yes,2,3.8
3736,650,No,Yes,2,3.6
3737,550,No,Yes,2,3.5
3738,400,No,Yes,1,3.8
3739,1800,Yes,No,3,3.8
3740,1000,Yes,Yes,3,3.8
3741,300,No,Yes,1,3.5
3742,600,No,No,2,3.5
3743,800,No,Yes,2,3.5
3744,1000,No,Yes,3,3.8
3745,400,No,Yes,1,3.6
3746,2500,Yes,Yes,4,3.8
3747,1650,Yes,No,3,3.8
3748,1350,Yes,No,3,3.5
3749,400,No,Yes,1,3.6
3750,650,No,Yes,2,3.8
3751,1800,Yes,Yes,3,3.7
3752,1200,Yes,No,3,3.5
3753,650,No,Yes,2,3.9
3754,800,No,Yes,2,3.6
3755,250,No,Yes,1,3.6
3756,1100,Yes,Yes,3,3.7
3757,900,No,Yes,2,3.5
3758,250,No,Yes,1,3.7
3759,700,No,No,2,3.5
3760,1500,Yes,No,3,3.5
3761,600,No,Yes,2,3.5
3762,650,No,Yes,2,3.8
3763,2200,Yes,Yes,4,3.6
3764,1300,No,No,3,3.7
3765,1550,Yes,Yes,3,3.8
3766,300,No,No,1,2.4
3767,3000,Yes,No,4,4.1
3768,2000,Yes,No,4,4.3
3769,550,No,No,2,4.4
3770,1200,Yes,No,3,4.4
3771,700,No,Yes,2,4.1
3772,1000,No,Yes,3,4.0
3773,900,Yes,No,2,4.0
3774,550,No,Yes,2,4.2
3775,450,No,No,1,3.2
3776,1900,Yes,No,3,3.2
3777,700,No,Yes,2,3.5
3778,1200,Yes,Yes,3,3.6
3779,300,No,No,1,3.6
3780,300,No,Yes,1,2.9
3781,600,No,Yes,2,3.2
3782,450,No,No,1,3.0
3783,800,No,No,2,3.3
3784,800,Yes,Yes,2,3.1
3785,600,No,No,2,2.9
3786,700,No,No,2,2.5
3787,600,No,Yes,2,2.8
3788,300,No,Yes,1,2.6
3789,750,Yes,Yes,2,3.3
3790,400,No,No,1,3.0
3791,300,No,No,1,2.5
3792,700,No,No,2,3.4
3793,500,No,Yes,2,3.3
3794,1000,No,Yes,3,3.3
3795,1500,Yes,Yes,3,3.1
3796,1700,Yes,No,3,3.4
3797,600,No,Yes,2,3.4
3798,1000,Yes,No,3,3.3
3799,500,No,Yes,2,3.5
3800,720,No,No,2,3.6
3801,1800,Yes,Yes,3,3.5
3802,600,No,Yes,2,3.7
3803,450,No,No,1,3.5
3804,2500,Yes,No,4,3.7
3805,250,No,No,1,3.5
3806,300,No,Yes,1,3.8
3807,1200,Yes,No,3,3.8
3808,600,No,Yes,2,3.8
3809,1500,Yes,No,3,3.5
3810,300,No,No,1,3.6
3811,1200,Yes,Yes,3,3.5
3824,450,No,No,1,2.4
3825,1200,Yes,Yes,3,4.3
3826,250,No,No,1,2.8
3827,800,No,No,2,3.4
3828,400,No,No,1,3.0
3829,400,No,Yes,1,3.3
3830,1000,Yes,Yes,3,3.3
3831,300,No,No,1,3.3
3832,1000,No,No,3,3.1
3833,450,No,No,1,3.0
3834,150,No,No,1,2.9
3835,300,No,No,1,3.0
3836,1100,No,No,3,3.2
3837,150,No,No,1,3.1
3838,500,No,Yes,2,3.8
3839,250,No,Yes,1,3.7
3840,1000,Yes,No,3,3.9
3841,550,No,No,2,3.5
3842,800,Yes,Yes,2,3.9
3863,600,No,No,2,4.3
3864,450,No,No,1,3.1
3865,450,No,No,1,3.3
3866,600,No,No,2,3.3
3867,100,No,No,1,2.9
3868,550,No,No,2,3.2
3869,650,No,Yes,2,3.1
3870,400,No,No,1,3.4
3871,1300,Yes,No,3,3.1
3872,650,No,No,2,2.6
3873,400,No,No,1,3.0
3874,300,No,No,1,3.4
3875,400,No,No,1,3.0
3876,400,No,No,1,3.2
3877,600,No,No,2,3.0
3878,300,No,No,1,3.1
3879,400,No,No,1,3.0
3880,500,No,No,2,3.5
3881,350,No,No,1,3.8
3882,300,No,No,1,3.6
3883,500,No,No,2,3.6
3884,500,No,No,2,3.6
3885,300,No,No,1,3.8
3886,100,No,No,1,3.5
3887,300,No,No,1,3.5
3903,250,No,No,1,3.2
3904,800,No,No,2,3.4
3905,300,No,Yes,1,2.7
3906,1700,Yes,No,3,3.3
3907,800,No,No,2,2.9
3908,350,No,No,1,3.3
3909,750,No,No,2,2.6
3910,250,No,No,1,2.9
3911,1000,No,Yes,3,3.3
3912,100,No,No,1,3.2
3913,1100,Yes,Yes,3,3.4
3914,300,No,Yes,1,3.1
3915,150,No,No,1,3.0
3916,400,No,Yes,1,3.3
3917,700,No,Yes,2,3.3
3918,350,No,No,1,3.1
3919,1000,Yes,Yes,3,3.4
3920,500,No,Yes,2,2.6
3921,400,No,No,1,2.6
3922,350,No,No,1,2.9
3923,500,No,Yes,2,2.6
3924,800,No,No,2,3.3
3925,800,No,Yes,2,2.9
3926,250,No,Yes,1,3.1
3927,150,No,No,1,2.8
3928,800,No,No,2,3.2
3929,350,No,Yes,1,3.3
3930,300,No,Yes,1,2.9
3931,600,No,Yes,2,2.7
3932,350,No,No,1,2.8
3933,500,No,Yes,2,3.1
3934,500,No,Yes,2,3.2
3935,250,No,No,1,3.4
3936,150,No,No,1,2.8
3937,450,No,Yes,1,3.1
3938,500,No,No,2,2.9
3939,500,No,Yes,2,2.8
3940,250,No,No,1,3.4
3941,350,No,Yes,1,3.4
3942,350,No,No,1,2.6
3943,350,No,No,1,2.7
3944,150,No,Yes,1,4.5
3945,500,No,Yes,2,3.9
3946,450,No,No,1,3.5
3947,1300,Yes,Yes,3,3.8
3948,200,No,Yes,1,3.6
3949,600,No,Yes,2,3.7
3950,300,No,Yes,1,3.8
3951,300,No,No,1,3.7
3952,1000,Yes,No,3,3.7
3953,350,No,No,1,3.5
3954,300,No,Yes,1,3.5
3955,800,No,Yes,2,3.8
3956,1200,Yes,No,3,3.9
3974,350,No,No,1,4.0
3975,1000,No,No,3,4.0
3976,1850,Yes,No,3,4.1
3977,1600,Yes,No,3,3.3
3978,1900,Yes,Yes,3,3.4
3979,1200,No,No,3,3.3
3980,350,No,Yes,1,3.4
3981,1400,Yes,Yes,3,4.5
3982,400,No,Yes,1,3.9
3983,1900,Yes,Yes,3,3.9
3984,1600,Yes,Yes,3,3.8
3985,1200,Yes,No,3,3.7
3986,1800,Yes,No,3,3.7
3987,1200,No,Yes,3,3.9
3988,1800,Yes,No,3,3.8
3989,1200,Yes,Yes,3,3.5
3990,2400,No,No,4,3.5
3991,800,No,Yes,2,3.7
3992,1800,Yes,No,3,3.7
3993,2000,Yes,Yes,4,3.9
3994,1600,Yes,Yes,3,4.3
3995,200,No,No,1,4.2
3996,2200,Yes,No,4,4.2
3997,1700,Yes,Yes,3,4.0
3998,500,No,Yes,2,4.2
3999,1300,Yes,Yes,3,4.4
4000,1600,Yes,Yes,3,4.1
4001,1000,No,No,3,3.3
4002,2000,Yes,No,4,3.4
4003,1800,Yes,Yes,3,3.7
4004,1100,No,No,3,3.4
4005,2000,Yes,No,4,3.9
4006,2000,Yes,No,4,2.8
4007,2500,Yes,No,4,3.9
4010,700,No,No,2,3.0
4012,3000,Yes,No,4,3.3
4013,2500,Yes,No,4,3.0
4014,2500,Yes,No,4,3.4
4015,4000,Yes,No,4,3.7
4016,2500,No,No,4,3.6
4017,2000,Yes,No,4,3.5
4018,3500,Yes,No,4,3.6
4019,4500,Yes,No,4,3.9
4020,2500,Yes,No,4,3.6
4021,1000,No,No,3,3.8
4022,4000,Yes,No,4,3.9
4023,4500,Yes,No,4,4.0
4024,1500,Yes,No,3,3.1
4026,500,No,No,2,3.1
4027,600,No,Yes,2,2.6
4028,400,No,No,1,3.9
4030,350,No,No,1,3.1
4031,200,No,No,1,3.2
4032,300,No,No,1,3.8
4036,400,No,No,1,2.9
4037,500,No,No,2,2.8
4038,400,No,No,1,3.0
4039,1500,Yes,No,3,2.8
4040,300,No,No,1,2.9
4041,200,No,No,1,3.1
4042,300,No,Yes,1,3.4
4043,100,No,No,1,3.1
4044,200,No,Yes,1,3.2
4045,450,No,No,1,2.7
4046,350,No,Yes,1,2.8
4047,550,No,Yes,2,2.8
4048,950,Yes,Yes,2,3.1
4049,150,No,No,1,3.2
4050,100,No,No,1,2.6
4051,450,No,No,1,2.7
4052,650,No,No,2,3.3
4053,400,No,Yes,1,3.4
4054,200,No,Yes,1,3.4
4055,350,No,Yes,1,3.2
4056,400,No,Yes,1,3.3
4057,150,No,No,1,3.5
4058,250,No,Yes,1,3.5
4059,300,No,Yes,1,3.7
4079,1200,Yes,Yes,3,2.4
4080,700,No,No,2,2.4
4081,400,No,Yes,1,2.4
4082,500,No,No,2,4.1
4083,2000,No,No,4,3.2
4084,1000,No,No,3,3.4
4085,1200,No,No,3,3.8
4086,3500,No,No,4,3.5
4087,6500,No,No,4,4.4
4088,7000,No,No,4,4.1
4089,400,No,No,1,3.2
4090,200,No,No,1,3.1
4091,500,No,No,2,3.2
4092,300,No,No,1,3.5
4093,350,No,No,1,2.7
4094,100,No,No,1,3.1
4095,400,No,No,1,2.8
4096,300,No,Yes,1,3.1
4097,150,No,No,1,2.8
4098,450,No,No,1,3.1
4099,400,No,No,1,3.1
4100,600,No,Yes,2,2.7
4101,350,No,No,1,3.4
4102,300,No,No,1,3.1
4103,100,No,Yes,1,3.3
4104,350,No,Yes,1,3.1
4105,200,No,No,1,3.2
4106,400,No,No,1,3.0
4107,350,No,No,1,3.3
4108,300,No,No,1,3.4
4109,150,No,No,1,3.3
4110,600,No,Yes,2,3.4
4111,200,No,No,1,3.4
4112,2500,Yes,No,4,2.9
4113,800,Yes,Yes,2,2.7
4114,400,No,Yes,1,3.0
4115,300,No,No,1,2.6
4116,450,No,No,1,3.3
4117,250,No,No,1,3.1
4118,250,No,No,1,3.0
4119,400,No,Yes,1,2.9
4120,450,No,No,1,3.3
4121,400,No,No,1,3.2
4122,100,No,No,1,3.2
4123,500,No,Yes,2,3.2
4124,550,No,No,2,3.1
4125,500,No,No,2,2.9
4126,400,No,No,1,3.1
4127,250,No,No,1,2.9
4128,600,No,Yes,2,2.9
4129,200,No,No,1,3.4
4130,300,No,No,1,3.3
4131,250,No,No,1,3.0
4132,300,No,No,1,2.9
4133,200,No,No,1,3.0
4134,450,No,No,1,2.9
4135,450,No,Yes,1,2.5
4136,300,No,No,1,3.6
4137,200,No,Yes,1,3.5
4138,300,No,No,1,3.7
4139,200,No,No,1,3.6
4140,300,No,Yes,1,3.7
4152,500,No,Yes,2,2.2
4153,1200,No,No,3,4.2
4154,400,No,No,1,3.1
4155,200,No,No,1,3.4
4156,350,No,No,1,3.0
4157,100,No,No,1,3.1
4158,500,No,No,2,3.4
4159,200,No,No,1,3.2
4160,150,No,No,1,3.0
4161,300,No,No,1,3.0
4162,600,No,No,2,3.8
4163,400,No,No,1,3.9
4164,200,No,No,1,3.5
4165,300,No,No,1,3.6
4166,100,No,No,1,3.8
4167,700,No,No,2,3.8
4176,100,No,No,1,4.2
4177,200,No,No,1,4.0
4178,800,No,No,2,4.0
